Protein,Domain,Range,ECOD_num,ECOD_key,T-group,DPAM_prob,HH_prob,DALI_zscore,Hit_cov,Tgroup_cov,Judge,Hcount,Scount,subset,domain_length,bin,intracellular_percentage
Q99250,nD2,"41-60,81-475,491-515,716-995,1001-1030,1111-1135,1166-1490,1511-1785",2322701,e5w3sC1,5054.1.1,0.999,0.994,12.7,0.846,6.031,good_domain,34,8,subset_78,1375,3,39.27272727272727
Q99250,nD3,1786-1900,1412630,e4ovnJ1,108.1.1,0.997,0.997,15.9,0.869,1.292,good_domain,5,4,subset_78,115,1,100.0
Q99250,nD4,1901-1925,1154750,e4dckA2,6006.1.1,0.956,0.997,0.0,0.774,0.769,simple_topology,1,1,subset_78,25,0,100.0
P53779,nD1,6-400,430078,e2xrwA1,206.1.1,1.0,1.0,45.7,0.931,1.312,good_domain,9,9,subset_78,395,2,100.0
P01567,nD1,21-189,143314,e3oq3A1,150.3.1,0.999,1.0,24.6,1.0,1.119,good_domain,6,0,subset_78,169,2,1.7751479289940828
P00915,nD1,6-260,44537,e1bzmA1,62.1.1,0.997,1.0,44.2,0.985,0.994,good_domain,4,12,subset_497,255,2,0.0
Q7Z418,nD1,"11-170,261-384",4922,e1orqC1,5054.1.1,0.995,0.975,8.1,0.489,1.246,good_domain,9,0,subset_497,284,2,30.281690140845072
P04234,nD1,21-90,1759,e1xiwB1,11.1.1,0.994,0.994,13.2,0.824,0.648,good_domain,1,7,subset_497,70,0,1.4285714285714286
O14521,nD1,51-159,412008,e3ae9D1,5069.1.3,0.996,0.999,13.8,1.0,0.845,good_domain,4,0,subset_51,109,1,22.01834862385321
Q9HBA0,nD1,"66-455,756-800",1887005,e5jhqC1,109.3.1,0.999,0.997,14.4,0.508,2.186,good_domain,16,4,subset_51,435,2,100.0
Q9HBA0,nD2,456-755,176798,e3lutB1,5054.1.1,0.99,0.976,6.7,0.626,1.316,good_domain,8,0,subset_51,300,2,25.0
P08254,nD1,21-95,51858,e1slmA1,144.1.1,0.997,1.0,10.5,0.831,0.974,good_domain,3,0,subset_51,75,0,0.0
P08254,nD2,96-265,1094878,e4fu4A2,2498.1.1,0.998,1.0,30.1,0.948,0.677,good_domain,3,6,subset_51,170,2,0.0
P08254,nD3,276-475,1094877,e4fu4A1,5.1.1,0.987,1.0,33.0,0.99,1.015,good_domain,3,13,subset_51,200,2,0.0
Q14956,nD1,"21-135,173-235",1069611,e3hs0F3,11.1.1,0.957,0.0,5.2,0.874,1.648,good_domain,2,10,subset_51,178,2,0.5617977528089888
Q14956,nD2,"236-320,376-385",2495020,e6fg9B4,11.1.1,0.997,0.95,8.3,0.907,0.88,good_domain,0,8,subset_51,95,1,0.0
Q14956,nD3,386-490,1758438,e4liqE4,11.1.1,0.995,0.0,7.6,0.829,0.972,good_domain,0,7,subset_51,105,1,0.0
O75030,nD1,56-85,1141935,e3ojaA2,105.2.1,0.481,0.0,5.5,na,na,simple_topology,1,0,subset_205,30,0,100.0
O75030,nD2,306-405,2793164,e7d8tB2,105.1.1,0.994,0.974,7.8,0.989,1.493,good_domain,2,0,subset_205,100,1,100.0
P62906,nD1,56-150,113607,e1dwuB2,2007.25.1,0.998,1.0,16.1,0.979,0.99,good_domain,6,5,subset_205,95,1,100.0
P62906,nD2,"6-55,151-215",63609,e1dwuB1,898.1.1,0.997,1.0,17.4,0.965,0.95,good_domain,4,5,subset_205,115,1,100.0
P60900,nD1,1-245,1871837,e5le5U1,210.1.1,0.999,1.0,38.9,0.951,1.075,good_domain,7,9,subset_205,245,2,100.0
P40763,nD1,1-120,001563596,e3wwtA1,515.1.1,0.998,0.999,22.0,0.976,0.972,good_domain,5,2,subset_226,120,1,100.0
P40763,nD2,141-320,na,na,na,na,na,na,na,na,low_confidence,4,1,subset_226,180,2,100.0
P40763,nD3,321-465,002637738,e6wczA2,11.1.5,0.997,1.0,16.1,0.658,0.942,good_domain,1,10,subset_226,145,1,100.0
P40763,nD4,466-585,000003196,e1bg1A2,108.1.1,0.991,1.0,13.3,1.0,1.348,good_domain,5,3,subset_226,120,1,100.0
P40763,nD5,586-715,001223890,e1yvlB10,214.1.1,0.996,1.0,18.2,0.874,1.171,good_domain,3,5,subset_226,130,1,100.0
P18077,nD1,6-110,002755741,e7o7yBf1,1.1.7,0.998,1.0,21.8,0.955,0.946,good_domain,1,6,subset_226,105,1,100.0
Q9ULA0,nD1,111-250,001571780,e4dyoA1,1.1.7,0.994,1.0,13.6,0.909,1.261,good_domain,3,6,subset_226,140,1,100.0
Q9ULA0,nD2,"21-110,251-480",001667051,e3vatA2,2011.1.1,1.0,1.0,56.5,0.972,1.098,good_domain,9,12,subset_226,320,2,100.0
P12821,nD1,26-640,162544,e2c6fA1,2498.1.1,1.0,1.0,56.2,0.998,2.45,good_domain,21,6,subset_393,615,3,0.6504065040650406
P12821,nD2,646-1230,162544,e2c6fA1,2498.1.1,1.0,1.0,53.7,0.954,2.331,good_domain,22,5,subset_393,585,2,0.0
P12821,nD3,1241-1265,2147331,e5y6pdz2,807.1.1,0.515,0.0,2.4,na,na,low_confidence,1,2,subset_393,25,0,0.0
Q13639,nD1,16-335,1273987,e4amjB2,5001.1.1,0.999,1.0,33.9,0.98,1.121,good_domain,9,1,subset_393,320,2,33.125
P13726,nD1,31-140,1721624,e4ylqT1,11.1.1,0.998,0.998,21.9,0.991,1.019,good_domain,1,7,subset_393,110,1,1.8181818181818181
P13726,nD2,"141-245,251-275",1391077,e1danU1,11.1.1,0.998,0.997,14.6,0.817,1.204,good_domain,2,8,subset_393,130,1,0.7692307692307693
Q12846,nD1,"26-105,121-240",na,na,na,na,na,na,na,na,low_confidence,5,0,subset_33,200,2,100.0
Q12846,nD2,241-280,002705663,e7kamC1,5027.1.1,0.827,0.79,0.0,na,na,simple_topology,1,0,subset_33,40,0,82.5
P41145,nD1,51-375,001273941,e4djhB4,5001.1.1,0.999,1.0,40.2,0.98,1.138,good_domain,8,2,subset_33,325,2,30.153846153846153
P80404,nD1,41-405,001508361,e4y0hC2,7577.1.1,1.0,1.0,50.7,0.995,1.272,good_domain,10,8,subset_33,365,2,100.0
P80404,nD2,"31-40,406-500",001508360,e4y0hC1,3016.1.1,0.996,1.0,17.1,0.979,0.946,good_domain,3,4,subset_33,105,1,100.0
P01344,nD1,31-85,000088152,e1efeA1,367.1.1,0.99,0.995,4.3,0.833,0.821,good_domain,1,1,subset_33,55,0,0.0
Q9HCS4,nD1,341-420,2423,e2lefA1,190.1.1,0.995,0.984,10.5,0.895,0.964,good_domain,3,0,subset_344,80,0,100.0
Q9UQD0,nD1,"46-285,306-465,696-995,1141-1480,1501-1775",1281106,e4g80I1,5054.1.1,0.998,0.987,12.2,0.95,5.768,good_domain,38,9,subset_344,1315,3,40.53231939163498
Q9UQD0,nD2,996-1025,1788529,e5hk7A1,5054.1.1,0.996,0.0,12.5,0.165,0.132,simple_topology,1,0,subset_344,30,0,100.0
Q9UQD0,nD3,1776-1890,1412630,e4ovnJ1,108.1.1,0.997,0.996,14.8,0.869,1.292,good_domain,5,4,subset_344,115,1,100.0
P11309,nD1,16-313,141175,e3a99A1,206.1.1,0.999,1.0,43.1,0.996,0.99,good_domain,11,11,subset_344,298,2,100.0
Q9UKI9,nD1,186-280,1149489,e3l1pA3,101.1.4,0.994,0.999,12.1,0.872,1.218,good_domain,4,0,subset_296,95,1,100.0
Q9UKI9,nD2,286-340,2457,e1e3oC1,101.1.1,0.996,0.999,11.0,0.965,0.753,good_domain,3,0,subset_296,55,0,100.0
O95167,nD1,6-35,2570365,e6ougC1,7020.1.1,0.887,0.209,0.0,0.618,0.882,simple_topology,1,0,subset_296,30,0,36.666666666666664
Q13535,nD1,"6-380,411-420",158721,e1x5bA1,109.4.1,0.999,0.282,5.7,0.669,1.346,good_domain,15,2,subset_296,385,2,100.0
Q13535,nD2,"381-410,441-1370",1289025,e4cruB1,109.4.1,0.984,0.0,8.4,0.487,3.357,good_domain,39,5,subset_296,960,3,100.0
Q13535,nD3,1386-1465,2818710,e7rdrC2,109.3.1,0.54,0.0,5.3,na,na,low_confidence,4,0,subset_296,80,0,100.0
Q13535,nD4,1466-2225,167190,e2pl2A1,109.4.1,1.0,0.951,11.2,0.887,2.657,good_domain,34,0,subset_296,760,3,100.0
Q13535,nD5,"2226-2270,2286-2644",2738182,e5yz0B1,206.1.1,1.0,1.0,29.7,0.888,1.342,good_domain,11,10,subset_296,404,2,100.0
Q8TCU6,nD1,36-255,1564018,e4yonA1,133.1.1,0.996,1.0,32.7,0.991,1.048,good_domain,8,1,subset_351,220,2,100.0
Q8TCU6,nD2,256-405,1822040,e5d27A1,220.1.1,0.996,0.989,23.6,0.813,1.23,good_domain,3,5,subset_351,150,1,100.0
Q8TCU6,nD3,406-505,2818494,e7pe9I1,101.1.2,0.997,0.999,14.3,0.874,1.053,good_domain,4,4,subset_351,100,1,100.0
Q8TCU6,nD4,511-600,2793421,e7dklA1,101.1.2,0.997,0.997,13.6,0.838,0.947,good_domain,4,4,subset_351,90,1,100.0
Q8TCU6,nD5,"621-705,786-800",142428,e3qikA1,7.1.1,0.997,0.894,18.0,0.842,1.0,good_domain,2,6,subset_351,100,1,100.0
Q8TCU6,nD6,706-775,2564164,e6vbbA2,7.1.1,0.992,0.939,6.3,0.663,0.7,good_domain,0,5,subset_351,70,0,100.0
Q8TCU6,nD7,886-945,2537293,e6pyrB1,3755.4.1,0.82,0.0,7.2,na,na,simple_topology,2,0,subset_351,60,0,100.0
Q8TCU6,nD8,"1071-1105,1216-1315",2429573,e6itsA1,601.4.1,0.936,0.0,7.9,0.816,0.938,good_domain,4,0,subset_351,135,1,100.0
Q8TCU6,nD9,"601-620,851-885,951-980,1016-1030,1061-1070,1321-1655",1070869,e4jzaA1,2007.2.4,0.992,0.962,16.3,0.468,0.695,good_domain,10,12,subset_351,445,2,100.0
O95264,nD1,31-240,1552230,e5afmA1,11.12.1,0.996,0.999,24.1,0.976,0.995,good_domain,2,11,subset_351,210,2,0.0
O95264,nD2,"241-335,381-435",2656025,e6x3tE2,5057.1.1,0.996,1.0,11.2,0.876,1.034,good_domain,4,0,subset_351,150,1,40.666666666666664
Q13133,nD1,87-170,1283298,e4nqaB2,377.1.1,0.996,1.0,11.5,0.646,1.68,good_domain,2,2,subset_351,84,0,100.0
Q13133,nD2,206-445,1145956,e4nqaI2,188.1.1,1.0,1.0,35.9,0.927,0.992,good_domain,9,3,subset_351,240,2,100.0
Q9Y2G1,nD1,346-540,2330303,e5yhuA1,11.1.5,0.997,1.0,30.9,0.979,1.266,good_domain,1,15,subset_265,195,2,100.0
Q9Y2G1,nD2,561-690,2816595,e7dc3A1,3240.1.1,0.997,0.992,10.6,0.857,0.932,good_domain,4,4,subset_265,130,1,100.0
Q9Y2G1,nD3,766-795,1684085,e5c8jL1,3877.1.2,0.722,0.21,0.0,na,na,simple_topology,1,0,subset_265,30,0,10.0
Q9Y2G1,nD4,1011-1150,2636475,e6vhiA1,11.1.1,0.936,0.0,5.0,0.764,1.296,good_domain,0,6,subset_265,140,1,0.0
P28340,nD1,31-60,2036882,e5mp9L3,2.1.1,0.899,0.0,3.7,0.263,0.288,simple_topology,1,0,subset_265,30,0,100.0
P28340,nD2,"81-145,251-310",2528751,e3iayA4,2.1.1,0.992,1.0,18.6,0.935,1.202,good_domain,2,6,subset_265,125,1,100.0
P28340,nD3,"71-80,146-250,311-575,586-830",2528749,e3iayA2,2484.1.1,1.0,1.0,34.2,0.974,3.189,good_domain,16,21,subset_265,625,3,100.0
P28340,nD4,831-990,1821876,e2gv9B4,4969.1.1,0.995,1.0,13.9,0.647,0.941,good_domain,5,4,subset_265,160,2,100.0
P28340,nD5,1006-1100,60301,e2eulD1,192.1.1,0.968,0.0,6.7,0.867,1.319,simple_topology,2,0,subset_265,95,1,100.0
Q9H3N8,nD1,"1-225,261-385",2418907,e6igkA2,5001.1.1,0.998,1.0,27.4,0.902,1.226,good_domain,7,0,subset_265,350,2,37.714285714285715
P15172,nD1,101-165,2795352,e7f2fB1,105.1.1,0.995,0.948,5.2,0.638,0.97,simple_topology,2,0,subset_288,65,0,100.0
O95168,nD1,6-80,2476469,e6noyA1,101.1.11,0.927,0.0,2.7,0.625,1.22,good_domain,3,0,subset_288,75,0,100.0
O95168,nD2,86-115,2578635,e6pnjI1,5020.1.1,0.911,0.55,0.0,0.5,0.857,simple_topology,1,0,subset_288,30,0,3.3333333333333335
Q15131,nD1,11-345,2657500,e6xbzJ1,206.1.1,1.0,1.0,39.7,0.98,1.113,good_domain,8,10,subset_288,335,2,100.0
P19793,nD1,131-220,1283298,e4nqaB2,377.1.1,0.993,1.0,10.9,0.701,1.8,good_domain,2,1,subset_238,90,1,100.0
P19793,nD2,221-455,1094916,e4j5xD1,188.1.1,0.999,0.999,33.8,0.87,0.971,good_domain,11,2,subset_238,235,2,100.0
P05108,nD1,46-520,421238,e3na1B1,149.1.1,1.0,1.0,58.0,0.998,1.179,good_domain,14,11,subset_238,475,2,100.0
Q13085,nD1,101-240,2036841,e5mlkA3,2003.1.10,0.993,1.0,18.5,0.991,1.29,good_domain,6,4,subset_238,140,1,100.0
Q13085,nD2,241-500,1164578,e3vmmA4,206.1.3,1.0,0.999,12.6,0.607,1.161,good_domain,8,8,subset_238,260,2,100.0
Q13085,nD3,501-620,2705811,e7kctB3,325.1.1,0.997,1.0,16.9,0.951,1.086,good_domain,4,5,subset_238,120,1,100.0
Q13085,nD4,626-750,1699716,e5cslB1,3794.1.1,0.996,1.0,18.5,0.939,0.984,good_domain,1,8,subset_238,125,1,100.0
Q13085,nD5,751-830,1701043,e5csaA6,325.1.7,0.999,1.0,13.4,0.987,1.0,good_domain,0,6,subset_238,80,0,100.0
Q13085,nD6,831-1090,1701041,e5csaA4,109.49.1,0.994,1.0,19.3,0.904,1.061,good_domain,12,0,subset_238,260,2,100.0
Q13085,nD7,1091-1375,1878616,e5i6hA4,2008.6.1,0.998,1.0,21.5,0.87,1.29,good_domain,6,8,subset_238,285,2,100.0
Q13085,nD8,1376-1580,2401812,e6g2iA2,2008.6.1,0.999,1.0,21.1,0.91,0.928,good_domain,2,8,subset_238,205,2,100.0
Q13085,nD9,1581-1905,363351,e3ff6A2,2486.1.1,0.999,0.958,13.2,0.453,1.26,good_domain,9,15,subset_238,325,2,100.0
Q13085,nD10,1906-2340,1694016,e5ctbB2,2486.1.1,0.999,0.963,15.3,0.583,1.686,good_domain,11,13,subset_238,435,2,100.0
Q9BQL6,nD1,1-95,136651,e2kmcA1,221.1.1,0.998,0.999,14.0,0.969,1.011,good_domain,3,5,subset_363,95,1,100.0
Q9BQL6,nD2,"96-150,206-275",2629183,e7c3mA4,221.1.1,0.996,1.0,12.4,0.83,1.33,good_domain,5,6,subset_363,125,1,100.0
Q9BQL6,nD3,"276-495,511-565",2629180,e7c3mA1,220.1.1,0.998,1.0,19.2,0.821,2.254,good_domain,8,7,subset_363,275,2,100.0
Q9BQL6,nD4,566-675,2629181,e7c3mA2,220.1.1,0.997,1.0,13.5,0.973,0.902,good_domain,4,5,subset_363,110,1,100.0
Q9UBN1,nD1,"6-35,61-220",2766148,e7oceJ1,633.23.1,0.995,1.0,21.3,0.887,1.016,good_domain,4,4,subset_363,190,2,15.263157894736842
P35998,nD1,"41-75,91-160",2391238,e6fvtK1,2.1.1,0.984,0.0,9.7,0.669,1.01,good_domain,1,5,subset_363,105,1,100.0
P35998,nD2,161-345,1885420,e5l4gL3,2004.1.1,0.998,0.999,27.8,0.974,0.83,good_domain,6,5,subset_363,185,2,100.0
P35998,nD3,346-433,1885414,e5l4gH3,148.1.3,0.997,1.0,14.1,0.822,0.946,good_domain,4,1,subset_363,88,1,100.0
Q9NW13,nD1,1-100,140042,e2km8C2,304.9.1,0.995,0.995,11.4,0.988,1.053,good_domain,2,4,subset_347,100,1,100.0
Q9NW13,nD2,101-205,2103379,e5kw6A1,304.9.1,0.996,0.994,13.3,0.881,1.105,good_domain,4,4,subset_347,105,1,100.0
Q9NW13,nD3,321-435,1482428,e4pkdB2,304.9.1,0.996,0.993,13.0,0.948,1.211,good_domain,2,4,subset_347,115,1,100.0
Q9NW13,nD4,436-580,1548154,e4wijB2,304.9.1,0.993,0.995,5.7,0.759,1.526,good_domain,4,4,subset_347,145,1,100.0
O00555,nD1,396-435,2608170,e6tz4O1,3291.1.1,0.744,0.0,4.0,na,na,simple_topology,1,0,subset_347,40,0,100.0
O00555,nD2,"81-350,461-710,726-760,771-805,1206-1820",2833014,e7rhsD1,5054.1.1,0.998,0.984,9.2,0.811,5.285,good_domain,38,7,subset_347,1205,3,32.28215767634855
O00555,nD3,1821-1950,2496856,e6jp8A4,108.1.1,0.993,1.0,7.3,0.975,1.461,good_domain,6,2,subset_347,130,1,100.0
O00555,nD4,1951-1975,1154750,e4dckA2,6006.1.1,0.834,0.996,0.0,na,na,simple_topology,1,1,subset_347,25,0,100.0
P33981,nD1,51-200,154406,e4h7yA1,109.4.1,0.995,0.989,25.0,1.0,0.524,good_domain,8,2,subset_347,150,1,100.0
P33981,nD2,516-790,2438934,e6gvjA1,206.1.1,0.999,1.0,38.0,0.907,0.914,good_domain,7,8,subset_347,275,2,100.0
P33981,nD3,791-840,1393770,e3lpzA1,109.4.1,0.167,0.0,2.4,na,na,simple_topology,2,0,subset_347,50,0,100.0
P62995,nD1,116-200,2722991,e7dvqY1,304.9.1,0.998,0.985,8.4,0.6,0.895,good_domain,2,4,subset_346,85,0,100.0
P50993,nD1,161-275,2625690,e6lcpA3,10.13.1,0.996,1.0,9.6,0.604,0.991,good_domain,3,5,subset_346,115,1,100.0
P50993,nD2,381-590,1246014,e3kdpC2,267.1.1,0.997,1.0,33.8,0.933,1.273,good_domain,5,9,subset_346,210,2,100.0
P50993,nD3,"31-80,86-160,276-365,761-1020",2768745,e6zhfA2,5073.1.1,1.0,1.0,25.0,0.882,1.007,good_domain,15,3,subset_346,475,2,38.31578947368421
P50993,nD4,"366-380,591-760",2523992,e6jxhA3,2006.1.1,0.997,1.0,33.1,0.963,0.925,good_domain,10,7,subset_346,185,2,100.0
O96013,nD1,16-45,2141414,e5upkA1,577.1.1,0.966,0.931,0.0,0.7,0.632,good_domain,1,2,subset_346,30,0,100.0
O96013,nD2,"66-89,292-585",1386335,e4fieA1,206.1.1,0.999,1.0,41.1,0.957,1.056,good_domain,10,7,subset_346,318,2,100.0
Q92754,nD1,221-305,366288,e3hglA1,3193.1.1,0.316,0.11,0.0,na,na,low_confidence,3,2,subset_99,85,0,100.0
Q92754,nD2,306-425,2387790,e5odwD1,1204.1.1,0.655,0.0,6.9,na,na,low_confidence,5,0,subset_99,120,1,100.0
P30926,nD1,26-230,2527151,e6pv7B2,11.12.1,0.997,1.0,26.9,0.981,0.972,good_domain,2,11,subset_99,205,2,0.0
P30926,nD2,"231-345,416-490",2527148,e6pv7A1,5057.1.1,0.996,1.0,21.0,0.91,1.31,good_domain,5,0,subset_99,190,2,40.526315789473685
P63316,nD1,1-90,2439632,e6mv3A1,108.1.1,0.996,0.989,14.9,0.978,1.011,good_domain,5,2,subset_99,90,1,100.0
P63316,nD2,91-160,2036049,e5e37A1,108.1.1,0.997,0.997,10.8,0.7,0.787,good_domain,4,2,subset_99,70,0,100.0
Q9NYJ7,nD1,26-175,2771050,e7alkA1,11.2.1,0.992,0.998,13.1,0.814,1.064,good_domain,0,8,subset_99,150,1,0.6666666666666666
Q9NYJ7,nD2,176-215,2771051,e7alkA2,389.1.1,0.936,0.998,0.0,0.702,0.941,simple_topology,0,2,subset_99,40,0,0.0
Q9NYJ7,nD3,221-250,1508351,e4xbmA4,389.1.1,1.0,1.0,4.5,0.938,0.706,simple_topology,0,0,subset_99,30,0,0.0
Q9NYJ7,nD4,276-310,1878263,e4xbmB6,389.1.1,1.0,1.0,5.4,0.897,0.824,good_domain,0,2,subset_99,35,0,0.0
Q9NYJ7,nD5,316-355,1878261,e4xbmB4,389.1.1,0.999,1.0,6.2,0.946,0.941,good_domain,1,2,subset_99,40,0,0.0
Q9NYJ7,nD6,356-390,1878263,e4xbmB6,389.1.1,1.0,0.991,5.6,0.897,0.824,good_domain,0,2,subset_99,35,0,0.0
Q9NYJ7,nD7,391-430,2075178,e5ky4B1,389.1.1,0.981,0.0,3.9,1.0,0.941,simple_topology,0,0,subset_99,40,0,0.0
Q9NYJ7,nD8,431-465,1156275,e2vj3A4,389.1.1,0.999,0.908,6.1,0.814,0.824,simple_topology,0,2,subset_99,35,0,0.0
P09874,nD1,6-95,142271,e2l30A1,377.1.2,0.996,0.995,12.5,0.833,0.779,good_domain,3,4,subset_444,90,1,100.0
P09874,nD2,106-205,158834,e2cs2A1,377.1.2,0.996,0.994,12.6,0.724,0.866,good_domain,3,4,subset_444,100,1,100.0
P09874,nD3,231-360,2127059,e4opxD3,130.1.1,0.996,1.0,20.3,0.926,2.364,good_domain,4,3,subset_444,130,1,100.0
P09874,nD4,386-480,2523980,e6j0yA2,7568.1.1,0.998,0.941,7.0,0.586,0.905,good_domain,5,3,subset_444,95,1,100.0
P09874,nD5,521-645,2393468,e6f1kA1,4210.1.1,0.995,0.995,17.2,0.966,1.059,good_domain,1,5,subset_444,125,1,100.0
P09874,nD6,686-775,3854,e1gs0A1,609.1.1,0.999,1.0,16.8,0.672,0.667,good_domain,3,0,subset_444,90,1,100.0
P09874,nD7,"666-685,776-1010",1299799,e4oqaF2,237.1.1,0.996,1.0,33.9,0.979,1.25,good_domain,9,11,subset_444,255,2,100.0
Q16739,nD1,6-390,1902972,e4p02A1,7516.1.1,0.998,1.0,20.3,0.492,1.453,good_domain,13,10,subset_444,385,2,79.48051948051948
P26951,nD1,26-100,2572667,e6nmyF1,11.1.1,0.999,1.0,15.7,1.0,0.694,good_domain,1,6,subset_444,75,0,0.0
P26951,nD2,101-205,2158285,e5uwcG1,11.1.1,0.998,1.0,19.9,0.99,0.972,good_domain,1,8,subset_444,105,1,0.0
P26951,nD3,206-320,2572669,e6nmyF3,11.1.1,0.999,1.0,16.8,0.938,1.065,good_domain,1,7,subset_444,115,1,0.0
P00742,nD1,46-85,001721620,e4ylqL1,393.1.1,0.943,0.967,0.0,0.667,0.909,good_domain,3,0,subset_482,40,0,0.0
P00742,nD2,86-125,001721622,e4ylqL3,389.1.1,1.0,0.967,5.5,0.976,0.941,good_domain,0,2,subset_482,40,0,0.0
P00742,nD3,131-175,001086295,e4bxwB2,389.1.1,0.999,1.0,5.6,0.837,1.059,good_domain,0,4,subset_482,45,0,0.0
P00742,nD4,236-474,000355504,e2jkhA1,1.1.17,0.996,1.0,42.4,0.991,1.035,good_domain,3,12,subset_482,239,2,0.0
O95259,nD1,"6-145,176-195",002644070,e6y7qAAA1,223.1.1,0.996,0.944,19.8,1.0,1.096,good_domain,5,5,subset_482,160,2,100.0
O95259,nD2,211-715,001165465,e3ukmD1,5054.1.1,0.995,0.975,9.0,0.373,2.215,good_domain,15,12,subset_482,505,2,53.26732673267327
O95259,nD3,736-760,na,na,na,na,na,na,na,na,simple_topology,1,0,subset_482,25,0,100.0
Q13641,nD1,61-400,000329106,e2z81A2,207.1.1,0.994,0.987,19.0,0.798,1.197,good_domain,5,11,subset_482,340,2,7.0588235294117645
Q05397,nD1,"36-130,391-400",149640,e4ekuA3,221.1.1,0.994,1.0,12.6,0.783,1.117,good_domain,5,8,subset_191,105,1,100.0
Q05397,nD2,131-250,164738,e2j0jA2,197.1.1,0.995,1.0,20.0,0.976,1.081,good_domain,7,0,subset_191,120,1,100.0
Q05397,nD3,251-370,2443875,e6cb0A1,220.1.1,0.996,1.0,18.9,0.785,0.984,good_domain,2,6,subset_191,120,1,100.0
Q05397,nD4,"401-705,806-830",146736,e2yleA1,206.1.1,0.986,0.949,9.1,0.631,1.096,good_domain,9,10,subset_191,330,2,100.0
Q05397,nD5,916-1050,1721597,e4xekA1,601.16.1,0.992,1.0,14.9,0.978,0.985,good_domain,4,0,subset_191,135,1,100.0
P62263,nD1,16-150,1421633,e4btsCK1,2484.1.1,0.998,1.0,22.9,0.964,0.689,good_domain,2,5,subset_191,135,1,100.0
O00444,nD1,6-274,2095912,e5uuuA1,206.1.1,0.995,0.999,30.2,0.612,0.894,good_domain,8,8,subset_191,269,2,100.0
O00444,nD2,587-700,2626035,e6w3iB1,292.2.1,0.998,1.0,21.1,0.965,1.032,good_domain,3,6,subset_191,114,1,100.0
O00444,nD3,701-805,1299714,e4n9jA1,292.2.1,0.999,1.0,19.1,0.963,0.95,good_domain,2,7,subset_191,105,1,100.0
O00444,nD4,886-965,1481854,e4o56A2,292.2.1,0.998,0.908,8.4,0.76,0.724,good_domain,1,6,subset_191,80,0,100.0
O15360,nD1,36-65,1790185,e5hdtA1,109.4.1,0.941,0.0,5.5,0.022,0.105,simple_topology,2,0,subset_258,30,0,100.0
O15360,nD2,86-525,1074238,e4kk1A1,109.4.1,0.999,0.0,7.6,0.361,1.538,good_domain,21,0,subset_258,440,2,100.0
O15360,nD3,526-630,1780953,e5frpB1,109.4.1,0.966,0.0,6.3,0.091,0.367,partial_domain,4,0,subset_258,105,1,100.0
O15360,nD4,651-930,1148773,e3eijB4,109.4.1,0.999,0.0,7.9,0.785,0.979,good_domain,12,3,subset_258,280,2,100.0
O15360,nD5,931-1440,2387855,e6emfB1,109.4.1,0.999,0.0,6.1,0.435,1.783,good_domain,21,0,subset_258,510,2,100.0
P57789,nD1,61-405,2774428,e7calC1,5054.1.1,0.995,0.985,6.8,0.4,1.513,good_domain,8,0,subset_258,345,2,36.81159420289855
P57789,nD2,466-490,2770733,e7eebC1,5054.1.1,0.178,0.0,4.3,na,na,simple_topology,1,0,subset_258,25,0,100.0
P21452,nD1,11-340,2565169,e6todB1,5001.1.1,0.999,1.0,34.0,0.91,1.156,good_domain,8,2,subset_258,330,2,27.575757575757574
P06241,nD1,86-140,2322692,e6amwA2,4.1.1,0.99,0.994,5.3,0.377,0.688,good_domain,1,4,subset_483,55,0,100.0
P06241,nD2,141-250,2055666,e5mtjA1,214.1.1,0.997,0.982,19.7,0.972,0.991,good_domain,2,3,subset_483,110,1,100.0
P06241,nD3,251-535,2782594,e7ng7A1,206.1.1,0.999,1.0,40.0,0.928,0.947,good_domain,10,7,subset_483,285,2,100.0
Q14003,nD1,86-200,6270,e3kvtA1,226.1.1,0.993,0.987,17.6,1.0,0.983,good_domain,4,4,subset_483,115,1,100.0
Q14003,nD2,271-560,1281106,e4g80I1,5054.1.1,0.991,0.982,9.5,0.878,1.272,good_domain,9,2,subset_483,290,2,28.96551724137931
P06127,nD1,31-135,163610,e2ja4A1,358.1.1,0.995,0.959,10.8,0.921,0.981,good_domain,1,7,subset_483,105,1,0.0
P06127,nD2,156-270,1568680,e5a2eA3,358.1.1,0.992,0.989,10.3,0.913,1.075,good_domain,2,7,subset_483,115,1,0.0
P06127,nD3,271-370,163610,e2ja4A1,358.1.1,0.997,0.969,16.7,0.98,0.935,good_domain,1,7,subset_483,100,1,0.0
P06127,nD4,381-410,389331,e3mhhC1,386.1.1,0.731,0.0,4.1,na,na,simple_topology,1,0,subset_483,30,0,40.0
O14974,nD1,6-170,4529,e1s70B1,109.3.1,1.0,1.0,30.5,0.564,0.829,good_domain,8,1,subset_339,165,2,100.0
O14974,nD2,171-295,142794,e2l6bA1,109.3.1,0.986,0.986,6.1,0.934,0.628,good_domain,6,0,subset_339,125,1,100.0
O14974,nD3,721-755,1715951,e5cj0B2,3939.1.1,0.553,0.0,3.9,na,na,simple_topology,1,0,subset_339,35,0,100.0
O14974,nD4,951-1030,1494453,e4ll7A1,3939.1.1,1.0,0.947,5.3,0.798,1.333,simple_topology,1,0,subset_339,80,0,100.0
